id	name_fr	name_en
5c0d0e9c-2118-4be4-a90b-31239029b7a3	Tractions archer	Archer Pull Up
96a9ad05-192e-4e20-878f-90a153efa4d8	Tractions assistées machine	Pull Ups on Machine
84dbd964-b428-43cc-b0c1-49defcfea525	Tractions australiennes	Australian pull-ups
366e1372-4fa0-40c4-816c-6fa83aa2c53d	Tractions commando	commando pull-ups
c713d4ed-4b8e-4ccd-b1cf-fe289f68f21a	Tractions machine à écrire	Typewriter Pull-ups
51425997-110e-4584-a43f-86a43866d81d	Tractions prise large	Wide Grip Pull Up
397e5ec0-f7bc-4f72-a4cc-69753b82a518	Tractions prise neutre ou tirage TRX	Neutral-grip pull-ups or TRX rows
00731099-9e50-4c90-a92e-0b4433881125	Tractions supination	Chin-ups
c73a2398-e619-4d70-8a27-0455fd0bfc43	TRX obliques	TRX Obliques
9f3050fa-6c42-4ff0-b3ec-3f66676d0693	Tuck l-sit	Tuck L-sit
6e57395a-d0e6-435d-a184-d4dd4b5cbe73	Turkish get-up	Turkish Get-Up
ca1ba782-a75c-4c1c-b68e-82fb3c3e3dad	UCV haltères	DB UCV
c21343ce-d11d-42e6-aa10-cd535b890121	Upper back	Upper Back
6624ac33-3d9a-4e65-ab60-dad9f447f2c9	V push-up	Vpushup
db6006b4-6c4f-4404-acff-5cb11757e101	V-bar pull downs	V-BAR PULL DOWNS
4db27564-2359-427e-adac-b76994598c37	Vélo	Cycling
e2779bb6-3099-4714-ad2f-22d570f8b509	Vélo couché	Recumbent Bike
78d3a447-31c3-403f-8499-a94b352d0157	Vélo elliptique	Elliptical
029a1da6-b89a-433d-a9af-5d33a4795c04	W-raise	W-Raise
519b77ba-040a-4e25-87ac-59b22b21700c	Wall angels	Wall Angels
d43df44e-56cf-4812-89cd-8138ea242696	Wall balls	Wall balls
203772ed-6ef8-4c87-88a6-3c917de11bec	Wall drills	Wall Drills
099b8e03-ab8e-4fee-b274-0d29bbaa4656	Wall slides	Wall Slides
221713db-03c5-4db0-835e-80ed109a872a	Wide pull up	Wide Pull Up
d2f2a8ab-49c8-48cf-a4a2-41121cad3370	Woodchoppers poulie	Cable Woodchoppers
